"DATES"	"MOMENT"	"TQR"	"RPE"	"DURATION"	"SLEEP"	"PERSON_ID"	"ID"	"TQR_OF_RPE"
01-FEB-13	"A"			0	2	1	2527	
01-FEB-13	"O"	14	9	120	9	1	2528	
02-FEB-13	"A"			0	2	1	2529	
02-FEB-13	"O"	12	14	135	9	1	2530	
03-FEB-13	"A"	14	9	60	9	1	2531	
03-FEB-13	"O"	15	9	48	9	1	2532	
04-FEB-13	"A"			0	2	1	2533	
04-FEB-13	"O"	12	13	90	9	1	2534	
05-FEB-13	"A"			0	2	1	2535	
05-FEB-13	"O"	14	10	52	9	1	2536	
06-FEB-13	"A"	12	12	45	1	1	2537	
06-FEB-13	"O"	15	13	120	9	1	2538	
07-FEB-13	"A"	13	9	25	2	1	2539	
07-FEB-13	"O"	14	10	97	9	1	2540	
08-FEB-13	"A"	13	10	58	2	1	2541	
08-FEB-13	"O"	15	9	51	9	1	2542	
09-FEB-13	"A"			0	2	1	2543	
09-FEB-13	"O"	14	14	90	9	1	2544	
10-FEB-13	"A"			0	2	1	2545	
10-FEB-13	"O"	13	12	150	9	1	2546	
11-FEB-13	"A"	15	9	60	2	1	2547	
11-FEB-13	"O"	13	9	50	9	1	2548	
12-FEB-13	"A"	15	14	120	2	1	2549	
12-FEB-13	"O"	16	8	11	9	1	2550	
13-FEB-13	"A"	13	10	90	2	1	2551	
13-FEB-13	"O"	15	7	48	9	1	2552	
14-FEB-13	"A"			0	2	1	2553	
14-FEB-13	"O"	13	13	120	9	1	2554	
15-FEB-13	"A"			0	0	1	2555	
15-FEB-13	"O"	14	12	45	9	1	2556	
16-FEB-13	"A"			0	0	1	2557	
16-FEB-13	"O"			0	6	1	2558	
17-FEB-13	"A"			0	0	1	2559	
17-FEB-13	"O"	15	9	65	9	1	2560	
18-FEB-13	"A"	14	10	20	1	1	2561	
18-FEB-13	"O"	16	9	45	9	1	2562	
19-FEB-13	"A"	15	9	52	0	1	2563	
19-FEB-13	"O"	15	10	55	8	1	2564	
20-FEB-13	"A"			0	0	1	2565	
20-FEB-13	"O"	16	7	35	9	1	2566	
21-FEB-13	"A"	16	12	120	1	1	2567	
21-FEB-13	"O"	17	9	45	9	1	2568	
22-FEB-13	"A"	15	11	35	1	1	2569	
22-FEB-13	"O"	15	12	80	9	1	2570	
23-FEB-13	"A"			0	0	1	2571	
23-FEB-13	"O"	13	14	150	8	1	2572	
24-FEB-13	"A"			0	0	1	2573	
24-FEB-13	"O"	13	12	145	9	1	2574	
25-FEB-13	"A"			0	0	1	2575	
25-FEB-13	"O"	14	10	60	9	1	2576	
26-FEB-13	"A"	11	16	120	1	1	2577	
26-FEB-13	"O"	13	9	45	9	1	2578	
27-FEB-13	"A"			0	0	1	2579	
27-FEB-13	"O"			0	9	1	2580	
28-FEB-13	"A"	16	14	150	1	1	2581	
28-FEB-13	"O"			0	9	1	2582	
01-MAR-13	"A"	18	9	1	9	1	2583	
01-MAR-13	"O"	16	10	60	9	1	2584	
02-MAR-13	"A"			0	0	1	2585	
02-MAR-13	"O"	16	9	80	9	1	2586	
03-MAR-13	"A"	16	14	150	1	1	2587	
03-MAR-13	"O"	14	11	15	9	1	2588	
04-MAR-13	"A"			0	0	1	2589	
04-MAR-13	"O"	14	9	60	9	1	2590	
05-MAR-13	"A"	14	12	120	1	1	2591	
05-MAR-13	"O"			0	9	1	2592	
06-MAR-13	"A"	14	10	60	1	1	2593	
06-MAR-13	"O"	15	10	60	9	1	2594	
07-MAR-13	"A"			0	0	1	2595	
07-MAR-13	"O"	15	9	60	9	1	2596	
08-MAR-13	"A"			0	0	1	2597	
08-MAR-13	"O"	17	9	60	9	1	2598	
09-MAR-13	"A"			0	0	1	2599	
09-MAR-13	"O"	17	6	25	9	1	2600	
10-MAR-13	"A"			0	0	1	2601	
10-MAR-13	"O"	13	17	120	9	1	2602	
11-MAR-13	"A"			0	0	1	2603	
11-MAR-13	"O"	13	10	60	9	1	2604	
12-MAR-13	"A"	14	12	120	1	1	2605	
12-MAR-13	"O"			0	9	1	2606	
13-MAR-13	"A"	14	13	90	1	1	2607	
13-MAR-13	"O"	14	9	60	9	1	2608	
14-MAR-13	"A"	16	13	125	1	1	2609	
14-MAR-13	"O"	15	9	60	9	1	2610	
15-MAR-13	"A"	16	10	60	1	1	2611	
15-MAR-13	"O"	15	9	63	9	1	2612	
16-MAR-13	"A"			0	0	1	2613	
16-MAR-13	"O"	16	12	100	9	1	2614	
17-MAR-13	"A"			0	0	1	2615	
17-MAR-13	"O"	17	14	150	8	1	2616	
18-MAR-13	"A"	15	9	60	1	1	2617	
18-MAR-13	"O"	15	10	45	9	1	2618	
19-MAR-13	"A"	15	12	120	8	1	2619	
19-MAR-13	"O"			0	9	1	2620	
20-MAR-13	"A"			0	0	1	2621	
20-MAR-13	"O"	16	9	90	9	1	2622	
21-MAR-13	"A"			0	0	1	2623	
21-MAR-13	"O"	13	12	90	9	1	2624	
22-MAR-13	"A"			0	0	1	2625	
22-MAR-13	"O"	14	7	55	9	1	2626	
23-MAR-13	"A"			0	0	1	2627	
23-MAR-13	"O"			0	8	1	2628	
24-MAR-13	"A"	16	11	150	1	1	2629	
24-MAR-13	"O"	16	9	20	8	1	2630	
25-MAR-13	"A"			0	0	1	2631	
25-MAR-13	"O"			0	9	1	2632	
26-MAR-13	"A"	14	10	63	9	1	2633	
26-MAR-13	"O"	15	9	45	9	1	2634	
27-MAR-13	"A"			0	0	1	2635	
27-MAR-13	"O"	14	10	70	9	1	2636	
28-MAR-13	"A"	15	10	60	1	1	2637	
28-MAR-13	"O"	15	8	45	9	1	2638	
29-MAR-13	"A"	16	9	30	0	1	2639	
29-MAR-13	"O"	16	8	60	9	1	2640	
30-MAR-13	"A"			0	0	1	2641	
30-MAR-13	"O"			0	9	1	2642	
31-MAR-13	"A"			0	0	1	2643	
31-MAR-13	"O"	14	8	75	9	1	2644	
01-APR-13	"A"			0	0	1	2645	
01-APR-13	"O"			0	9	1	2646	
02-APR-13	"A"	16	10	60	2	1	2647	
02-APR-13	"O"			0	9	1	2648	
03-APR-13	"A"			0	0	1	2649	
03-APR-13	"O"	14	10	60	9	1	2650	
04-APR-13	"A"			0	0	1	2651	
04-APR-13	"O"	13	11	60	9	1	2652	
05-APR-13	"A"			0	0	1	2653	
05-APR-13	"O"	14	12	90	9	1	2654	
06-APR-13	"A"			0	0	1	2655	
06-APR-13	"O"	13	7	60	9	1	2656	
07-APR-13	"A"			0	0	1	2657	
07-APR-13	"O"			0	9	1	2658	
08-APR-13	"A"			0	0	1	2659	
08-APR-13	"O"			0	9	1	2660	
09-APR-13	"A"			0	0	1	2661	
09-APR-13	"O"			0	9	1	2662	
10-APR-13	"A"			0	0	1	2663	
10-APR-13	"O"			0	9	1	2664	
11-APR-13	"A"			0	0	1	2665	
11-APR-13	"O"			0	9	1	2666	
12-APR-13	"A"			0	0	1	2667	
12-APR-13	"O"			0	9	1	2668	
13-APR-13	"A"			0	0	1	2669	
13-APR-13	"O"			0	9	1	2670	
14-APR-13	"A"			0	0	1	2671	
14-APR-13	"O"			0	9	1	2672	
15-APR-13	"A"			0	0	1	2673	
15-APR-13	"O"			0	9	1	2674	
16-APR-13	"A"			0	0	1	2675	
16-APR-13	"O"			0	9	1	2676	
17-APR-13	"A"			0	9	1	2677	
17-APR-13	"O"			0	9	1	2678	
18-APR-13	"A"			0	0	1	2679	
18-APR-13	"O"			0	9	1	2680	
19-APR-13	"A"			0	0	1	2681	
19-APR-13	"O"			0	9	1	2682	
20-APR-13	"A"			0	1	1	2683	
20-APR-13	"O"	17	9	120	9	1	2684	
21-APR-13	"A"			0	0	1	2685	
21-APR-13	"O"	19	7	25	9	1	2686	
22-APR-13	"A"			0	0	1	2687	
22-APR-13	"O"	17	9	30	9	1	2688	
23-APR-13	"A"			0	0	1	2689	
23-APR-13	"O"	16	9	120	9	1	2690	
24-APR-13	"A"			0	0	1	2691	
24-APR-13	"O"	17	8	40	9	1	2692	
25-APR-13	"A"			0	0	1	2693	
25-APR-13	"O"	18	10	120	9	1	2694	
26-APR-13	"A"			0	0	1	2695	
26-APR-13	"O"	16	8	50	9	1	2696	
27-APR-13	"A"	15	11	30	9	1	2697	
27-APR-13	"O"	15	10	60	9	1	2698	
28-APR-13	"A"			0	0	1	2699	
28-APR-13	"O"			0	9	1	2700	
29-APR-13	"A"			0	0	1	2701	
29-APR-13	"O"	14	11	40	9	1	2702	
30-APR-13	"A"			0	0	1	2703	
30-APR-13	"O"	16	9	40	9	1	2704	
01-MAY-13	"A"			0	0	1	2705	
01-MAY-13	"O"	15	9	50	9	1	2706	
02-MAY-13	"A"			0	0	1	2707	
02-MAY-13	"O"	16	9	50	9	1	2708	
03-MAY-13	"A"			0	0	1	2709	
03-MAY-13	"O"	16	11	60	9	1	2710	
04-MAY-13	"A"			0	0	1	2711	
04-MAY-13	"O"	14	11	63	9	1	2712	
05-MAY-13	"A"			0	0	1	2713	
05-MAY-13	"O"	15	11	55	9	1	2714	
06-MAY-13	"A"			0	0	1	2715	
06-MAY-13	"O"	15	10	60	9	1	2716	
07-MAY-13	"A"			0	0	1	2717	
07-MAY-13	"O"	14	11	50	9	1	2718	
08-MAY-13	"A"			0	0	1	2719	
08-MAY-13	"O"	14	9	60	9	1	2720	
09-MAY-13	"A"			0	0	1	2721	
09-MAY-13	"O"	15	9	120	9	1	2722	
10-MAY-13	"A"			0	0	1	2723	
10-MAY-13	"O"	13	10	60	9	1	2724	
11-MAY-13	"A"			0	0	1	2725	
11-MAY-13	"O"	14	9	60	9	1	2726	
12-MAY-13	"A"			0	0	1	2727	
12-MAY-13	"O"	15	10	70	9	1	2728	
13-MAY-13	"A"			0	0	1	2729	
13-MAY-13	"O"	13	10	60	8	1	2730	
14-MAY-13	"A"			0	0	1	2731	
14-MAY-13	"O"	14	10	8	9	1	2732	
15-MAY-13	"A"			0	0	1	2733	
15-MAY-13	"O"	14	9	52	9	1	2734	
16-MAY-13	"A"			0	0	1	2735	
16-MAY-13	"O"	14	10	60	8	1	2736	
17-MAY-13	"A"			0	0	1	2737	
17-MAY-13	"O"	16	9	70	9	1	2738	
18-MAY-13	"A"	14	17	120	9	1	2739	
18-MAY-13	"O"	15	10	30	9	1	2740	
19-MAY-13	"A"			0	0	1	2741	
19-MAY-13	"O"	12	8	50	9	1	2742	
20-MAY-13	"A"			0	0	1	2743	
20-MAY-13	"O"	15	9	60	9	1	2744	
21-MAY-13	"A"			0	0	1	2745	
21-MAY-13	"O"	16	8	90	9	1	2746	
22-MAY-13	"A"	13	9	45	9	1	2747	
22-MAY-13	"O"	16	10	60	9	1	2748	
23-MAY-13	"A"	15	13	120	1	1	2749	
23-MAY-13	"O"	16	8	40	9	1	2750	
24-MAY-13	"A"			0	0	1	2751	
24-MAY-13	"O"	16	8	60	9	1	2752	
25-MAY-13	"A"	15	9	40	0	1	2753	
25-MAY-13	"O"	15	10	80	9	1	2754	
26-MAY-13	"A"			0	0	1	2755	
26-MAY-13	"O"	12	11	82	9	1	2756	
27-MAY-13	"A"	14	8	45	1	1	2757	
27-MAY-13	"O"	16	9	60	9	1	2758	
28-MAY-13	"A"			0	0	1	2759	
28-MAY-13	"O"	16	14	120	9	1	2760	
29-MAY-13	"A"			0	0	1	2761	
29-MAY-13	"O"	14	10	90	9	1	2762	
30-MAY-13	"A"			0	0	1	2763	
30-MAY-13	"O"	18	8	60	9	1	2764	
31-MAY-13	"A"			0	0	1	2765	
31-MAY-13	"O"	14	9	60	9	1	2766	
01-JUN-13	"A"	15	8	120	1	1	2767	
01-JUN-13	"O"	16	7	25	9	1	2768	
02-JUN-13	"A"			0	0	1	2769	
02-JUN-13	"O"	15	9	71	9	1	2770	
03-JUN-13	"A"	16	9	65	1	1	2771	
03-JUN-13	"O"	16	8	30	9	1	2772	
04-JUN-13	"A"			0	0	1	2773	
04-JUN-13	"O"	15	8	70	9	1	2774	
05-JUN-13	"A"	13	11	72	1	1	2775	
05-JUN-13	"O"	16	9	45	9	1	2776	
06-JUN-13	"A"	16	7	25	0	1	2777	
06-JUN-13	"O"	16	8	120	9	1	2778	
07-JUN-13	"A"			0	0	1	2779	
07-JUN-13	"O"	16	7	60	9	1	2780	
08-JUN-13	"A"			0	0	1	2781	
08-JUN-13	"O"	14	13	120	9	1	2782	
09-JUN-13	"A"			0	0	1	2783	
09-JUN-13	"O"	14	8	70	9	1	2784	
10-JUN-13	"A"			0	0	1	2785	
10-JUN-13	"O"	15	8	120	9	1	2786	
11-JUN-13	"A"			0	0	1	2787	
11-JUN-13	"O"	16	8	130	9	1	2788	
12-JUN-13	"A"			0	0	1	2789	
12-JUN-13	"O"	14	11	90	9	1	2790	
13-JUN-13	"A"	15	14	120	1	1	2791	
13-JUN-13	"O"	17	6	22	9	1	2792	
14-JUN-13	"A"			0	0	1	2793	
14-JUN-13	"O"	14	9	60	9	1	2794	
15-JUN-13	"A"			0	0	1	2795	
15-JUN-13	"O"	16	15	120	9	1	2796	
16-JUN-13	"A"			0	0	1	2797	
16-JUN-13	"O"	15	8	60	9	1	2798	
17-JUN-13	"A"			0	0	1	2799	
17-JUN-13	"O"	17	11	90	9	1	2800	
18-JUN-13	"A"			0	0	1	2801	
18-JUN-13	"O"	15	10	100	9	1	2802	
19-JUN-13	"A"			0	0	1	2803	
19-JUN-13	"O"	15	10	75	9	1	2804	
20-JUN-13	"A"	14	9	30	0	1	2805	
20-JUN-13	"O"	15	12	120	9	1	2806	
21-JUN-13	"A"			0	0	1	2807	
21-JUN-13	"O"	15	9	75	9	1	2808	
22-JUN-13	"A"	16	8	20	0	1	2809	
22-JUN-13	"O"	14	10	120	9	1	2810	
23-JUN-13	"A"			0	0	1	2811	
23-JUN-13	"O"	15	10	105	9	1	2812	
24-JUN-13	"A"			0	0	1	2813	
24-JUN-13	"O"	14	9	75	9	1	2814	
25-JUN-13	"A"			0	0	1	2815	
25-JUN-13	"O"	16	9	120	9	1	2816	
26-JUN-13	"A"			0	0	1	2817	
26-JUN-13	"O"	15	9	90	9	1	2818	
27-JUN-13	"A"	17	9	35	9	1	2819	
27-JUN-13	"O"	15	10	220	9	1	2820	
28-JUN-13	"A"			0	0	1	2821	
28-JUN-13	"O"	14	9	75	9	1	2822	
29-JUN-13	"A"			0	0	1	2823	
29-JUN-13	"O"	15	12	120	9	1	2824	
30-JUN-13	"A"			0	0	1	2825	
30-JUN-13	"O"	14	10	110	9	1	2826	
01-JUL-13	"A"			0	0	1	2827	
01-JUL-13	"O"	16	8	60	9	1	2828	
02-JUL-13	"A"			0	0	1	2829	
02-JUL-13	"O"	14	9	120	9	1	2830	
03-JUL-13	"A"			0	0	1	2831	
03-JUL-13	"O"	14	11	90	8	1	2832	
04-JUL-13	"A"			0	0	1	2833	
04-JUL-13	"O"	15	10	80	9	1	2834	
05-JUL-13	"A"			0	0	1	2835	
05-JUL-13	"O"			0	9	1	2836	
06-JUL-13	"A"			0	0	1	2837	
06-JUL-13	"O"	6	10	120	9	1	2838	
07-JUL-13	"A"			0	0	1	2839	
07-JUL-13	"O"	15	8	115	9	1	2840	
08-JUL-13	"A"	16	9	43	1	1	2841	
08-JUL-13	"O"	17	9	60	9	1	2842	
09-JUL-13	"A"			0	0	1	2843	
09-JUL-13	"O"	16	12	120	9	1	2844	
10-JUL-13	"A"			0	0	1	2845	
10-JUL-13	"O"	18	10	9	9	1	2846	
11-JUL-13	"A"			0	0	1	2847	
11-JUL-13	"O"	6	12	120	9	1	2848	
12-JUL-13	"A"	15	9	45	0	1	2849	
12-JUL-13	"O"	17	9	85	9	1	2850	
13-JUL-13	"A"	17	14	120	1	1	2851	
13-JUL-13	"O"	19	7	30	9	1	2852	
14-JUL-13	"A"			0	0	1	2853	
14-JUL-13	"O"	15	12	135	8	1	2854	
15-JUL-13	"A"			0	0	1	2855	
15-JUL-13	"O"	14	8	50	9	1	2856	
03-JUN-12	"A"	10	16	180	0	6	6822	
03-JUN-12	"O"			0	10	6	6823	
04-JUN-12	"A"			0	0	6	6824	
04-JUN-12	"O"			0	9	6	6825	
05-JUN-12	"A"	10	15	135	0	6	6826	
05-JUN-12	"O"			0	9	6	6827	
06-JUN-12	"A"	10	9	25	0	6	6828	
06-JUN-12	"O"			0	9	6	6829	
07-JUN-12	"A"	11	16	180	0	6	6830	
07-JUN-12	"O"			0	9	6	6831	
08-JUN-12	"A"			0	0	6	6832	
08-JUN-12	"O"			0	8	6	6833	
09-JUN-12	"A"	11	9	25	0	6	6834	
09-JUN-12	"O"			0	9	6	6835	
10-JUN-12	"A"	11	16	350	0	6	6836	
10-JUN-12	"O"			0	8	6	6837	
11-JUN-12	"A"	10	10	60	0	6	6838	
11-JUN-12	"O"	9	9	35	9	6	6839	
12-JUN-12	"A"	10	14	120	0	6	6840	
12-JUN-12	"O"			0	9	6	6841	
13-JUN-12	"A"	11	11	25	0	6	6842	
13-JUN-12	"O"			0	9	6	6843	
14-JUN-12	"A"	11	12	60	0	6	6844	
14-JUN-12	"O"			0	9	6	6845	
15-JUN-12	"A"	11	9	25	0	6	6846	
15-JUN-12	"O"			0	9	6	6847	
16-JUN-12	"A"	11	15	180	0	6	6848	
16-JUN-12	"O"			0	9	6	6849	
17-JUN-12	"A"			0	0	6	6850	
17-JUN-12	"O"			0	8	6	6851	
18-JUN-12	"A"	10	12	60	0	6	6852	
18-JUN-12	"O"			0	9	6	6853	
19-JUN-12	"A"	11	11	55	0	6	6854	
19-JUN-12	"O"			0	9	6	6855	
20-JUN-12	"A"	11	14	60	0	6	6856	
20-JUN-12	"O"			0	9	6	6857	
21-JUN-12	"A"			0	0	6	6858	
21-JUN-12	"O"			0	9	6	6859	
22-JUN-12	"A"			0	0	6	6860	
22-JUN-12	"O"			0	6	6	6861	
23-JUN-12	"A"			0	0	6	6862	
23-JUN-12	"O"			0	6	6	6863	
24-JUN-12	"A"			0	0	6	6864	
24-JUN-12	"O"			0	7	6	6865	
25-JUN-12	"A"			0	0	6	6866	
25-JUN-12	"O"			0	6	6	6867	
26-JUN-12	"A"			0	0	6	6868	
26-JUN-12	"O"			0	7	6	6869	
27-JUN-12	"A"			0	0	6	6870	
27-JUN-12	"O"			0	6	6	6871	
28-JUN-12	"A"			0	0	6	6872	
28-JUN-12	"O"			0	7	6	6873	
29-JUN-12	"A"	18	11	45	0	6	6874	
29-JUN-12	"O"			0	10	6	6875	
30-JUN-12	"A"			0	0	6	6876	
30-JUN-12	"O"			0	9	6	6877	
01-JUL-12	"A"			0	0	6	6878	
01-JUL-12	"O"	14	12	60	10	6	6879	
02-JUL-12	"A"	12	12	60	0	6	6880	
02-JUL-12	"O"			0	8	6	6881	
03-JUL-12	"A"	10	14	135	0	6	6882	
03-JUL-12	"O"			0	9	6	6883	
04-JUL-12	"A"	10	11	20	0	6	6884	
04-JUL-12	"O"	10	11	40	9	6	6885	
05-JUL-12	"A"	10	12	105	0	6	6886	
05-JUL-12	"O"			0	10	6	6887	
06-JUL-12	"A"			0	0	6	6888	
06-JUL-12	"O"			0	9	6	6889	
07-JUL-12	"A"	10	9	25	0	6	6890	
07-JUL-12	"O"			0	9	6	6891	
08-JUL-12	"A"	10	17	240	0	6	6892	
08-JUL-12	"O"			0	8	6	6893	
09-JUL-12	"A"	10	11	45	0	6	6894	
09-JUL-12	"O"			0	10	6	6895	
10-JUL-12	"A"	10	12	135	0	6	6896	
10-JUL-12	"O"			0	9	6	6897	
11-JUL-12	"A"	10	13	90	0	6	6898	
11-JUL-12	"O"	11	13	30	9	6	6899	
12-JUL-12	"A"	9	11	60	0	6	6900	
12-JUL-12	"O"			0	5	6	6901	
13-JUL-12	"A"			0	0	6	6902	
13-JUL-12	"O"			0	7	6	6903	
14-JUL-12	"A"			0	0	6	6904	
14-JUL-12	"O"			0	8	6	6905	
15-JUL-12	"A"			0	0	6	6906	
15-JUL-12	"O"			0	9	6	6907	
16-JUL-12	"A"			0	0	6	6908	
16-JUL-12	"O"	14	11	50	8	6	6909	
17-JUL-12	"A"			0	0	6	6910	
17-JUL-12	"O"	10	10	60	7	6	6911	
18-JUL-12	"A"	11	11	35	0	6	6912	
18-JUL-12	"O"			0	8	6	6913	
19-JUL-12	"A"			0	0	6	6914	
19-JUL-12	"O"	12	13	60	8	6	6915	
20-JUL-12	"A"			0	0	6	6916	
20-JUL-12	"O"	8	12	45	7	6	6917	
21-JUL-12	"A"			0	0	6	6918	
21-JUL-12	"O"			0	9	6	6919	
22-JUL-12	"A"			0	0	6	6920	
22-JUL-12	"O"	12	12	60	8	6	6921	
23-JUL-12	"A"			0	0	6	6922	
23-JUL-12	"O"			0	8	6	6923	
24-JUL-12	"A"			0	0	6	6924	
24-JUL-12	"O"	12	13	60	8	6	6925	
25-JUL-12	"A"			0	0	6	6926	
25-JUL-12	"O"			0	7	6	6927	
26-JUL-12	"A"			0	0	6	6928	
26-JUL-12	"O"	12	14	60	8	6	6929	
27-JUL-12	"A"			0	0	6	6930	
27-JUL-12	"O"	11	12	60	8	6	6931	
28-JUL-12	"A"			0	0	6	6932	
28-JUL-12	"O"			0	8	6	6933	
29-JUL-12	"A"			0	0	6	6934	
29-JUL-12	"O"	12	10	120	8	6	6935	
30-JUL-12	"A"			0	0	6	6936	
30-JUL-12	"O"	12	10	150	7	6	6937	
31-JUL-12	"A"			0	0	6	6938	
31-JUL-12	"O"			0	8	6	6939	
01-AUG-12	"A"	10	11	50	0	6	6940	
01-AUG-12	"O"			0	10	6	6941	
02-AUG-12	"A"	11	11	60	0	6	6942	
02-AUG-12	"O"			0	10	6	6943	
03-AUG-12	"A"			0	0	6	6944	
03-AUG-12	"O"			0	9	6	6945	
04-AUG-12	"A"			0	0	6	6946	
04-AUG-12	"O"			0	6	6	6947	
05-AUG-12	"A"			0	0	6	6948	
05-AUG-12	"O"	13	11	60	7	6	6949	
06-AUG-12	"A"			0	0	6	6950	
06-AUG-12	"O"			0	6	6	6951	
07-AUG-12	"A"			0	0	6	6952	
07-AUG-12	"O"			0	7	6	6953	
08-AUG-12	"A"			0	0	6	6954	
08-AUG-12	"O"			0	6	6	6955	
09-AUG-12	"A"			0	0	6	6956	
09-AUG-12	"O"			0	7	6	6957	
10-AUG-12	"A"			0	0	6	6958	
10-AUG-12	"O"			0	6	6	6959	
11-AUG-12	"A"			0	0	6	6960	
11-AUG-12	"O"			0	5	6	6961	
12-AUG-12	"A"			0	0	6	6962	
12-AUG-12	"O"			0	6	6	6963	
13-AUG-12	"A"			0	0	6	6964	
13-AUG-12	"O"			0	11	6	6965	
14-AUG-12	"A"			0	0	6	6966	
14-AUG-12	"O"			0	8	6	6967	
15-AUG-12	"A"			0	0	6	6968	
15-AUG-12	"O"	18	11	45	9	6	6969	
16-AUG-12	"A"			0	0	6	6970	
16-AUG-12	"O"			0	2	6	6971	
30-APR-12	"A"	19	13	90	1	3	3096	
30-APR-12	"O"	19	17	60	9	3	3097	
01-MAY-12	"A"	19	10	70	1	3	3098	
01-MAY-12	"O"			0	10	3	3099	
02-MAY-12	"A"	19	9	60	1	3	3100	
02-MAY-12	"O"	18	16	100	8	3	3101	
03-MAY-12	"A"	18	12	60	1	3	3102	
03-MAY-12	"O"	18	12	40	9	3	3103	
04-MAY-12	"A"			0	0	3	3104	
04-MAY-12	"O"			0	5	3	3105	
05-MAY-12	"A"			0	0	3	3106	
05-MAY-12	"O"			0	10	3	3107	
06-MAY-12	"A"	19	16	71	0	3	3108	
06-MAY-12	"O"			0	9	3	3109	
07-MAY-12	"A"			0	0	3	3110	
07-MAY-12	"O"			0	9	3	3111	
08-MAY-12	"A"	19	17	120	1	3	3112	
08-MAY-12	"O"			0	8	3	3113	
09-MAY-12	"A"	19	13	90	0	3	3114	
09-MAY-12	"O"			0	8	3	3115	
10-MAY-12	"A"	20	13	70	0	3	3116	
10-MAY-12	"O"			0	9	3	3117	
11-MAY-12	"A"	20	10	30	0	3	3118	
11-MAY-12	"O"			0	9	3	3119	
12-MAY-12	"A"	20	17	60	1	3	3120	
12-MAY-12	"O"			0	10	3	3121	
13-MAY-12	"A"	19	14	60	0	3	3122	
13-MAY-12	"O"			0	9	3	3123	
14-MAY-12	"A"	19	11	60	0	3	3124	
14-MAY-12	"O"			0	9	3	3125	
15-MAY-12	"A"	20	17	100	0	3	3126	
15-MAY-12	"O"			0	9	3	3127	
16-MAY-12	"A"	17	13	90	0	3	3128	
16-MAY-12	"O"			0	9	3	3129	
17-MAY-12	"A"	20	16	46	0	3	3130	
17-MAY-12	"O"			0	8	3	3131	
18-MAY-12	"A"			0	0	3	3132	
18-MAY-12	"O"			0	9	3	3133	
19-MAY-12	"A"			0	0	3	3134	
19-MAY-12	"O"	20	11	25	9	3	3135	
20-MAY-12	"A"			0	0	3	3136	
20-MAY-12	"O"	20	17	60	9	3	3137	
21-MAY-12	"A"			0	0	3	3138	
21-MAY-12	"O"			0	8	3	3139	
22-MAY-12	"A"	15	19	120	0	3	3140	
22-MAY-12	"O"			0	8	3	3141	
23-MAY-12	"A"			0	0	3	3142	
23-MAY-12	"O"	17	14	42	8	3	3143	
24-MAY-12	"A"	18	11	28	0	3	3144	
24-MAY-12	"O"			0	7	3	3145	
25-MAY-12	"A"	17	15	60	1	3	3146	
25-MAY-12	"O"			0	9	3	3147	
26-MAY-12	"A"			0	0	3	3148	
26-MAY-12	"O"	19	13	48	8	3	3149	
27-MAY-12	"A"	19	17	70	0	3	3150	
27-MAY-12	"O"			0	8	3	3151	
28-MAY-12	"A"			0	0	3	3152	
28-MAY-12	"O"			0	9	3	3153	
29-MAY-12	"A"	16	19	90	0	3	3154	
29-MAY-12	"O"			0	9	3	3155	
30-MAY-12	"A"			0	0	3	3156	
30-MAY-12	"O"			0	8	3	3157	
31-MAY-12	"A"	19	16	60	0	3	3158	
31-MAY-12	"O"			0	8	3	3159	
01-JUN-12	"A"	18	13	33	0	3	3160	
01-JUN-12	"O"			0	9	3	3161	
02-JUN-12	"A"			0	0	3	3162	
02-JUN-12	"O"	18	17	73	9	3	3163	
03-JUN-12	"A"	18	18	70	0	3	3164	
03-JUN-12	"O"			0	9	3	3165	
04-JUN-12	"A"	18	14	55	0	3	3166	
04-JUN-12	"O"			0	9	3	3167	
05-JUN-12	"A"	19	18	90	0	3	3168	
05-JUN-12	"O"			0	10	3	3169	
06-JUN-12	"A"			0	0	3	3170	
06-JUN-12	"O"			0	10	3	3171	
07-JUN-12	"A"	17	8	50	0	3	3172	
07-JUN-12	"O"			0	8	3	3173	
08-JUN-12	"A"	19	18	65	1	3	3174	
08-JUN-12	"O"			0	9	3	3175	
09-JUN-12	"A"	18	14	52	2	3	3176	
09-JUN-12	"O"			0	8	3	3177	
10-JUN-12	"A"	19	16	74	0	3	3178	
10-JUN-12	"O"			0	9	3	3179	
11-JUN-12	"A"	20	11	60	0	3	3180	
02-JUN-12	"O"			0	6	6	6821	
11-JUN-12	"O"			0	8	3	3181	
12-JUN-12	"A"	19	17	90	0	3	3182	
12-JUN-12	"O"			0	9	3	3183	
13-JUN-12	"A"			0	0	3	3184	
13-JUN-12	"O"	18	12	38	9	3	3185	
14-JUN-12	"A"	19	16	60	0	3	3186	
14-JUN-12	"O"			0	9	3	3187	
15-JUN-12	"A"			0	0	3	3188	
15-JUN-12	"O"			0	9	3	3189	
16-JUN-12	"A"			0	0	3	3190	
16-JUN-12	"O"	20	10	40	9	3	3191	
17-JUN-12	"A"	20	20	60	0	3	3192	
17-JUN-12	"O"			0	9	3	3193	
18-JUN-12	"A"			0	0	3	3194	
18-JUN-12	"O"			0	8	3	3195	
19-JUN-12	"A"			0	0	3	3196	
19-JUN-12	"O"	19	14	52	9	3	3197	
20-JUN-12	"A"			0	0	3	3198	
20-JUN-12	"O"			0	8	3	3199	
21-JUN-12	"A"	19	20	50	0	3	3200	
